iterations,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,rollout/ep_unique_states,rollout/ll_unique_states,rollout/ep_unique_states_per_step,rollout/ll_unique_states_per_step,rollout/int_rew_coef,rollout/int_rew_buffer_mean,rollout/int_rew_buffer_std,rollout/ep_info_rew_mean,rollout/int_rew_mean,rollout/int_rew_std,rollout/pos_int_rew_mean,rollout/neg_int_rew_mean,rollout/adv_mean,rollout/adv_std,rollout/obs_insertions_mean,
1,1196,6,8192,0.0,0.0,0.0,0,0.0,0.0,0.01,1.5638504464732246e-07,0.9486832980512586,0.0,1.4835831230186614e-08,3.674216486615478e-08,1.595834753231884e-08,-1.1225168572437383e-09,2.3645787550208297e-08,0.0,1.0,
2,636,25,16384,0.0,639.9999996,0.0,0,0.0,0.0,0.01,0.08319051631302271,2.198265519020741,0.0,640.0,0.0034059113822877407,0.028649121522903442,0.003735593520104885,-0.000329681730363518,0.002894546603783965,0.0,0.4287109375,
3,520,47,24576,0.017939453933351706,631.6874996051953,0.0,0,0.0,0.0,0.01,0.15918505401620833,2.2844320817698662,0.00896971875,635.84375,0.002993951318785548,0.012555817142128944,0.0035686534829437733,-0.0005747019313275814,0.0038016214966773987,0.0,0.174560546875,
4,441,74,32768,0.0,639.9999996,0.0,0,0.0,0.0,0.01,0.22968892047890632,2.354656284300244,0.0059798125,637.2291666666666,0.0026947972364723682,0.012067255564033985,0.0034840696025639772,-0.0007892724242992699,0.003124671522527933,0.0,0.1895751953125,
5,418,97,40960,0.029189452510710142,623.6874996101952,0.0,0,0.0,0.0,0.01,0.26266884616096564,2.301986951307341,0.01178221875,633.84375,0.0012893991079181433,0.007528738118708134,0.002220647409558296,-0.0009312484180554748,0.0010009489487856627,0.0,0.1806640625,
6,406,120,49152,0.2771354209086178,490.3333316988889,0.0,0,0.0,0.0,0.01,0.3304971916474081,2.3768347078924825,0.023663701492537315,627.4179104477612,0.0025683424901217222,0.012214449234306812,0.0037222004029899836,-0.0011538582621142268,0.0010153654729947448,0.0,0.16748046875,
7,400,143,57344,0.12220588319265581,565.6470584907959,0.0,0,0.0,0.0,0.01,0.4167855080661633,2.4671793038781455,0.043606761904761905,614.9166666666666,0.0031476905569434166,0.012441756203770638,0.004460802301764488,-0.0013131117448210716,0.0017530712066218257,0.0,0.2200927734375,
8,400,163,65536,0.29697690567290147,462.826086755293,0.0,0,0.0,0.0,0.01,0.5144115474847667,2.5927243509776914,0.10493435999999999,578.18,0.003388832788914442,0.013174363411962986,0.004895887803286314,-0.0015070554800331593,0.0025430219247937202,0.0,0.2388916015625,
9,398,184,73728,0.3974107133017425,408.19047599609974,0.0,0,0.0,0.0,0.01,0.5946273494089584,2.675123323780749,0.18552032000000004,530.83,0.0026987153105437756,0.012136943638324738,0.004374701529741287,-0.0016759864520281553,0.002291424199938774,0.0,0.2376708984375,
10,399,205,81920,0.5088359398085818,335.049999832475,0.0,0,0.0,0.0,0.01,0.6953244169048912,2.7733290511264737,0.28728751,469.84,0.003267806489020586,0.012326034717261791,0.005065422039479017,-0.001797615783289075,0.002864584093913436,0.0,0.2716064453125,
11,402,224,90112,0.6714918143512839,226.8333332793254,0.0,0,0.0,0.0,0.01,0.8345843755745095,2.981885343317793,0.51909689,325.62,0.004203164950013161,0.014276668429374695,0.006156988441944122,-0.0019538234919309616,0.0063829580321908,0.0,0.2921142578125,
12,402,244,98304,0.6889943925759822,217.51282045704798,0.0,0,0.0,0.0,0.01,0.961320001203704,3.1555587863112793,0.64449844,245.69,0.003614627756178379,0.013537879101932049,0.005735303275287151,-0.002120675053447485,0.008054180070757866,0.0,0.2890625,
13,403,263,106496,0.7524941016747732,173.3207546842791,0.0,0,0.0,0.0,0.01,1.1058129057159019,3.3463248543839215,0.72199062,194.14,0.0038861504290252924,0.013586224056780338,0.006095577962696552,-0.0022094273008406162,0.00975026749074459,0.0,0.3153076171875,
14,404,283,114688,0.884715624661189,81.979999991802,0.0,0,0.0,0.0,0.01,1.3657270298781983,3.754756563767634,0.8847156600000001,81.98,0.006230019964277744,0.015695061534643173,0.008427828550338745,-0.002197807654738426,0.017000677064061165,0.0,0.387939453125,
15,405,303,122880,0.8820195687441189,83.89719625384139,0.0,0,0.0,0.0,0.01,1.6129680657133152,4.05019194738506,0.8790484299999999,86.01,0.005493970587849617,0.014011597260832787,0.0077970135025680065,-0.002303042449057102,0.020946338772773743,0.0,0.4124755859375,
16,405,323,131072,0.9204227941276117,56.588235290419064,0.0,0,0.0,0.0,0.01,1.9546862051258704,4.444867313604933,0.92365469,54.29,0.0069191185757517815,0.01431283075362444,0.009117851965129375,-0.0021987336222082376,0.026536021381616592,0.0,0.49169921875,
17,404,344,139264,0.9428614727424194,40.631840793998414,0.0,0,0.0,0.0,0.01,2.3663597469362814,4.887821197052087,0.9462390100000002,38.23,0.007580175064504147,0.01408089604228735,0.009709198027849197,-0.0021290217991918325,0.03031492605805397,0.0,0.55224609375,
18,405,363,147456,0.9467798297625121,37.8454545437343,0.0,0,0.0,0.0,0.01,2.802511676982033,5.272196235854275,0.9490656100000002,36.22,0.007445397786796093,0.013077168725430965,0.009486299939453602,-0.002040902618318796,0.0300900861620903,0.0,0.6036376953125,
19,406,382,155648,0.949939901971569,35.5982905967693,0.0,0,0.0,0.0,0.01,3.222379909308244,5.59491503677639,0.9511468300000001,34.74,0.006754002533853054,0.012458478100597858,0.008916367776691914,-0.0021623652428388596,0.02899950183928013,0.0,0.6031494140625,
