time/total_timesteps,train/loss,train/explained_variance,train/n_updates,train/dsc_loss_mean,train/pos_dsc_loss_mean,train/neg_dsc_loss_mean,train/key_loss_mean,train/door_loss_mean,train/pos_loss_mean,train/key_dist_mean,train/door_dist_mean,train/goal_dist_mean,train/n_valid_samples_mean,train/n_valid_pos_samples_mean,train/n_valid_neg_samples_mean,train/policy_loss_mean,train/value_loss_mean,train/entropy_loss_mean,train/adv_mean,train/adv_std_mean,train/clip_fraction_mean,train/approx_kl_div_mean,
696320,-0.33312496542930603,0.24372249841690063,340,0.008080498620984145,0.00511153221668792,0.011049464949337562,0.0,0.0,0.0,0.0,0.0,0.0,969.453125,484.75,484.703125,-0.27761666220612824,0.002663930874405196,-0.0713654956780374,0.27265019272454083,0.684388286434114,0.0347900390625,0.01628270000219345,
704512,-0.20999111235141754,0.6282015740871429,344,0.008383884833165212,0.003930564826077898,0.012837204861057216,0.0,0.0,0.0,0.0,0.0,0.0,966.859375,483.4375,483.421875,-0.253813672112301,0.002573684369053808,-0.06469072919571772,0.25265118735842407,0.5699182231910527,0.024261474609375,0.007249212823808193,
712704,-0.16609233617782593,0.6701038777828217,348,0.00710915539002599,0.0036014727938891156,0.010616838064606782,0.0,0.0,0.0,0.0,0.0,0.0,966.375,483.1875,483.1875,-0.20391739043407142,0.0012241617987456266,-0.05267774441745132,0.20326854707673192,0.4079203763976693,0.01861572265625,0.00419399980455637,
720896,-0.14569610357284546,0.7278178930282593,352,0.005950675295025576,0.0029575202006526524,0.008943830431917377,0.0,0.0,0.0,0.0,0.0,0.0,966.125,483.0625,483.0625,-0.16890858300030231,0.0010156509688385995,-0.044326092523988336,0.16812914214096963,0.3775102416984737,0.018341064453125,0.003997183404862881,
729088,-0.1286771446466446,0.7350862622261047,356,0.006540599410982395,0.003287534843366302,0.009793663858317814,0.0,0.0,0.0,0.0,0.0,0.0,966.34375,483.1875,483.15625,-0.10306331131141633,0.0008702335744601442,-0.039972139755263925,0.10271500947419554,0.37440179474651814,0.013671875,0.0033171726390719414,
737280,-0.0360260009765625,0.7617038190364838,360,0.0072220164929603925,0.004111239741177997,0.010332793239740568,0.0,0.0,0.0,0.0,0.0,0.0,967.0,483.5,483.5,-0.008144788971549133,0.0009387872241859441,-0.04083834309130907,0.0077434205886675045,0.38778300816193223,0.016876220703125,0.006421314086765051,
745472,0.20057445764541626,-0.1918337345123291,364,0.006567099713720381,0.0037365971711551538,0.009397602193871535,0.0,0.0,0.0,0.0,0.0,0.0,968.625,484.3125,484.3125,0.2016860789153725,0.00267039028040017,-0.04063748731277883,-0.2535660855937749,1.3863496240228415,0.05706787109375,0.2752707898616791,
753664,-0.14245091378688812,0.7020846605300903,368,0.006911113316164119,0.0036508326866169227,0.010171393976293075,0.0,0.0,0.0,0.0,0.0,0.0,966.359375,483.1875,483.171875,-0.131530636921525,0.0011499632864797604,-0.040112369460985065,0.1313265764620155,0.4193940260447562,0.017791748046875,0.005274233408272266,
761856,-0.039088163524866104,0.7499548494815826,372,0.006002246902426123,0.003119301803963026,0.008885191950980698,0.0,0.0,0.0,0.0,0.0,0.0,966.609375,483.3125,483.296875,-0.061105185392079875,0.0011073837431467837,-0.041885595506755635,0.061155003670137376,0.43802077881991863,0.02154541015625,0.008601715788245201,
770048,-0.15906377136707306,0.7734309136867523,376,0.00610951378075697,0.0031606369257133338,0.00905839055371871,0.0,0.0,0.0,0.0,0.0,0.0,967.359375,483.6875,483.671875,-0.14821772649884224,0.0010141023340111133,-0.04092182527529076,0.14785453933291137,0.4344247435219586,0.022369384765625,0.005582062527537346,
778240,-0.07648908346891403,0.7279605269432068,380,0.006679357051325496,0.0041030154870895785,0.009255698646938981,0.0,0.0,0.0,0.0,0.0,0.0,965.875,482.9375,482.9375,-0.05680851050419733,0.000949510306782031,-0.0344984742696397,0.05631382665887941,0.46008462039753795,0.016082763671875,0.004701077472418547,
786432,-0.19785644114017487,0.7385195195674896,384,0.008068968079896877,0.004019380829049624,0.012118555217170979,0.0,0.0,0.0,0.0,0.0,0.0,966.84375,483.4375,483.40625,-0.18181901762727648,0.001108611439121887,-0.03693015762837604,0.18044705758802593,0.4996325387619436,0.01751708984375,0.005623501725494862,
794624,-0.10487598180770874,0.7892092913389206,388,0.0061539004291262245,0.0028793566107196966,0.009428444315147999,0.0,0.0,0.0,0.0,0.0,0.0,967.234375,483.625,483.609375,-0.11049896071199328,0.0008863915863912553,-0.03330857591936365,0.11014289082959294,0.454979726113379,0.016510009765625,0.005213024560362101,
802816,-0.10176224261522293,0.7844178825616837,392,0.007076180954754818,0.003663058296297095,0.010489303591839416,0.0,0.0,0.0,0.0,0.0,0.0,966.84375,483.4375,483.40625,-0.11978002649266273,0.001002769858132524,-0.036339634942123666,0.11937334924004972,0.4930034065619111,0.017425537109375,0.007221336010843515,
811008,-0.10196995735168457,0.782486230134964,396,0.008263591301329143,0.004314025318308268,0.012213157374276307,0.0,0.0,0.0,0.0,0.0,0.0,966.484375,483.25,483.234375,-0.09090549434768036,0.0009631481943870313,-0.03925896971486509,0.09108767961151898,0.5125192822888494,0.020416259765625,0.009948300197720528,
819200,-0.0759398490190506,0.7564414441585541,400,0.0059559450955930515,0.002965860429867462,0.008946029809294487,0.0,0.0,0.0,0.0,0.0,0.0,966.5,483.25,483.25,-0.07996132616244722,0.0011901464704351383,-0.04124890040839091,0.07834308830206282,0.5924358414486051,0.023834228515625,0.016826005652546883,
827392,-0.07362040132284164,0.7607484012842178,404,0.0057894523724826286,0.0034120331993108266,0.008166871548837662,0.0,0.0,0.0,0.0,0.0,0.0,966.984375,483.5,483.484375,-0.06664406898198649,0.0012424101196302217,-0.03894037171266973,0.06665318142768228,0.6097802557051182,0.02325439453125,0.013544250279664993,
835584,-0.028833633288741112,0.728728860616684,408,0.0059202907477811095,0.003484389019831724,0.0083561924877813,0.0,0.0,0.0,0.0,0.0,0.0,968.375,484.1875,484.1875,0.01597105068867677,0.0011478945871203905,-0.03966625369503163,-0.01706220890264376,0.6284346766769886,0.02618408203125,0.01874580979347229,
843776,0.03180773928761482,0.7279689908027649,412,0.006787013651774032,0.0034025438289972953,0.010171483562089634,0.0,0.0,0.0,0.0,0.0,0.0,966.203125,483.125,483.078125,0.01541644953249488,0.0010550008346399409,-0.036624127853428945,-0.014986052239692071,0.6120794452726841,0.022308349609375,0.01039682887494564,
851968,0.0025327554903924465,0.761285811662674,416,0.006312064390840533,0.003603481845857459,0.009020646990165915,0.0,0.0,0.0,0.0,0.0,0.0,966.53125,483.3125,483.21875,-0.049222041583561804,0.0009836103945417562,-0.03377663990249857,0.04843197062291438,0.6139191212132573,0.019683837890625,0.00894805695861578,
860160,-0.013026063330471516,0.7636309117078781,420,0.005265874503493251,0.002757276364718564,0.007774472652386066,0.0,0.0,0.0,0.0,0.0,0.0,966.96875,483.5,483.46875,-0.0015139268616621848,0.0010230487114313291,-0.03309698004159145,0.0008043545094551519,0.6345903500914574,0.025482177734375,0.015563515946269035,
868352,0.05008306726813316,0.6789531409740448,424,0.00554059405294538,0.0030083384554018266,0.008072849658447012,0.0,0.0,0.0,0.0,0.0,0.0,967.609375,483.8125,483.796875,0.06958112087158952,0.0017180242966787773,-0.04312783683417365,-0.06501066738564987,0.8704119687899947,0.0274658203125,0.01522001251578331,
876544,0.09773249924182892,0.6227438151836395,428,0.007081604638187855,0.004392715912217682,0.009770493345968134,0.0,0.0,0.0,0.0,0.0,0.0,966.359375,483.1875,483.171875,0.10946302241063677,0.0022867276802571723,-0.05229629128007218,-0.10957892978331074,1.0070146908983588,0.037506103515625,0.018041808158159256,
884736,0.12568488717079163,0.6949282586574554,432,0.00611491206473147,0.003141374627375626,0.009088449496630346,0.0,0.0,0.0,0.0,0.0,0.0,966.234375,483.125,483.109375,0.13992725469870493,0.0013249620533315465,-0.053230432560667396,-0.14183965511620045,0.7721359394490719,0.038330078125,0.018391203135252,
892928,0.23974494636058807,0.65081587433815,436,0.0070714474941269145,0.004091469028935535,0.010051425987740004,0.0,0.0,0.0,0.0,0.0,0.0,968.859375,484.4375,484.421875,0.2568174183834344,0.0016258171399385901,-0.07080948620568961,-0.25596514926292,0.8871898613870144,0.0445556640625,0.015183252282440662,
901120,-0.21276889741420746,0.7460848391056061,440,0.007674281954678008,0.004733239567030978,0.010615324320269792,0.0,0.0,0.0,0.0,0.0,0.0,966.34375,483.1875,483.15625,-0.2006539001595229,0.00109008572599123,-0.051442145835608244,0.19886490306816995,0.7322692172601819,0.035797119140625,0.014476853422820568,
909312,-0.20297357439994812,0.7726591229438782,444,0.007682320018830069,0.0035499450877978234,0.011814694973168116,0.0,0.0,0.0,0.0,0.0,0.0,965.84375,482.9375,482.90625,-0.19794726907275617,0.0011322686332277954,-0.04783938254695386,0.19714833330363035,0.7278583906590939,0.024139404296875,0.008417630568146706,
917504,-0.02977665886282921,0.7367972731590271,448,0.0060422851265684585,0.003799293541305815,0.008285276640435768,0.0,0.0,0.0,0.0,0.0,0.0,966.578125,483.3125,483.265625,-0.09255684295203537,0.0014701495656481711,-0.05014093825593591,0.0909231975019793,0.843601836822927,0.035064697265625,0.01855570264160633,
925696,-0.222905233502388,0.7479495704174042,452,0.006083962132834131,0.0033655207080300897,0.008802403561318783,0.0,0.0,0.0,0.0,0.0,0.0,966.609375,483.3125,483.296875,-0.1766646304167807,0.001105963714508107,-0.04554470139555633,0.17514176748227328,0.7658247509971261,0.02764892578125,0.009160705842077732,
933888,-0.2568274140357971,0.789603665471077,456,0.0058441582887098775,0.0031764434115757467,0.008511873217344146,0.0,0.0,0.0,0.0,0.0,0.0,965.984375,483.0,482.984375,-0.24274602835066617,0.0010006726615756634,-0.03811506455531344,0.24147349526174366,0.7295569470152259,0.020355224609375,0.0077096810564398766,
942080,-0.03173297271132469,0.7729532122612,460,0.006289889817708172,0.003028990493476158,0.009550789139098015,0.0,0.0,0.0,0.0,0.0,0.0,966.5,483.25,483.25,-0.10305132265784778,0.0011608531067395234,-0.038866098009748384,0.10181305996957235,0.7820062078535557,0.02667236328125,0.019622331485152245,
950272,-0.013858665712177753,0.7666521370410919,464,0.006039653843799897,0.0031019989928608993,0.008977308740924173,0.0,0.0,0.0,0.0,0.0,0.0,967.234375,483.625,483.609375,0.012535850411950378,0.0010367658996983664,-0.037424452137202024,-0.014071744029934052,0.8004046753048897,0.03009033203125,0.020407887175679207,
958464,0.020686408504843712,0.790079653263092,468,0.005623251759971026,0.002981835006721667,0.00826466845876439,0.0,0.0,0.0,0.0,0.0,0.0,966.109375,483.0625,483.046875,-0.04224901705310913,0.001105508886212192,-0.036493290099315345,0.040982545069709886,0.7908069491386414,0.025543212890625,0.016168218106031418,
966656,-0.06827757507562637,0.7428270876407623,472,0.006093172430155391,0.00357703423469502,0.00860931062123882,0.0,0.0,0.0,0.0,0.0,0.0,966.203125,483.125,483.078125,-0.11649543984094635,0.0011150802820338868,-0.03745643302681856,0.11575045267818496,0.8491032160818577,0.024627685546875,0.009874868206679821,
974848,0.10370274633169174,0.7439717054367065,476,0.005972285544885381,0.0030587978017138084,0.008885773356098525,0.0,0.0,0.0,0.0,0.0,0.0,965.75,482.875,482.875,0.10268932997132652,0.0011169263234478422,-0.04281723967869766,-0.10207024727424141,0.8303009830415249,0.031585693359375,0.01785135082900524,
983040,2.0755882263183594,0.3380759358406067,480,0.04590356004428031,0.0743374346402561,0.01746968491829648,0.0,0.0,0.0,0.0,0.0,0.0,1001.484375,500.75,500.734375,2.189000664278865,0.03180089817033149,-0.32397222286090255,-2.215179119259119,2.0172579772770405,0.42791748046875,1.2334675788879395,
991232,1.8503462076187134,0.6611815690994263,484,0.009171216207732868,0.007889026749808181,0.010453405612736333,0.0,0.0,0.0,0.0,0.0,0.0,1022.265625,511.1875,511.078125,1.903668874874711,0.008131441740260925,-0.6350502916611731,-2.2437071427702904,0.6398181905969977,0.87127685546875,0.8891993761062622,
999424,1.2636075019836426,0.1848292350769043,488,0.015935540024202055,0.01973529266706464,0.012135787297609113,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,511.0,511.0,1.2675070147961378,0.02073316940004588,-0.41753858770243824,-1.22708385810256,0.5272242799401283,0.6680908203125,1.103388786315918,
1007616,0.5732777118682861,0.12291830778121948,492,0.0056628518998422805,0.004176252635716082,0.007149451246561966,0.0,0.0,0.0,0.0,0.0,0.0,1021.875,511.0,510.875,0.8035840298980474,0.005549230914766667,-0.5736300963908434,-0.7271348461508751,0.381306956987828,0.611236572265625,1.015945315361023,
