#{"t_start": 1746566952.0155442, "env_id": "MiniGrid-DoorKey-8x8-v0"}
r,l,t
0.952187,34,502.629745
0.955,32,502.94462
0.953594,33,503.325296
0.978906,15,503.50809
0.928281,51,504.168659
0.956406,31,504.480319
0.955,32,504.822242
0.94375,40,505.241184
0.963437,26,505.526133
0.939531,43,506.043957
0.942344,41,518.704913
0.949375,36,519.040675
0.957812,30,519.315942
0.957812,30,519.655176
0.981719,13,519.796507
0.952187,34,520.097165
0.959219,29,520.336307
0.947969,37,520.644237
0.957812,30,520.896589
0.964844,25,521.096154
0.970469,21,521.262521
0.984531,11,521.350836
0.939531,43,521.711284
0.911406,63,522.243478
0.9775,16,522.382104
0.96625,24,522.575106
0.952187,34,522.848361
0.981719,13,536.090571
0.976094,17,536.26603
0.918438,58,536.873973
0.981719,13,537.032817
0.957812,30,537.383592
0.976094,17,537.564936
0.964844,25,537.851809
0.974688,18,538.062223
0.969063,22,538.335077
0.959219,29,538.667703
0.953594,33,539.077776
0.980313,14,539.27474
0.955,32,539.625586
0.939531,43,540.129749
0.962031,27,540.411974
0.964844,25,540.678729
0.9775,16,540.852655
0.963437,26,541.104951
0.953594,33,541.447568
0.964844,25,541.750457
0.962031,27,555.424744
0.969063,22,555.619148
0.91,64,556.345303
0.980313,14,556.508
0.955,32,556.856427
0.947969,37,557.241831
0.964844,25,557.537009
0.973281,19,557.738033
0.969063,22,557.931148
0.953594,33,558.211985
0.935312,46,558.656183
0.969063,22,558.8799
0.974688,18,559.044612
0.974688,18,559.216488
0.9775,16,559.367339
0.974688,18,559.556815
0.953594,33,559.940996
0.984531,11,560.055179
0.974688,18,560.236945
0.976094,17,560.412111
0.967656,23,578.514495
0.980313,14,578.69835
0.963437,26,579.044517
0.957812,30,579.448322
0.963437,26,579.797644
0.978906,15,579.95559
0.980313,14,580.146619
0.984531,11,580.350328
0.959219,29,580.823138
0.974688,18,581.088743
0.952187,34,581.549476
0.967656,23,582.060191
0.962031,27,582.45705
0.962031,27,582.771056
0.976094,17,582.995621
0.970469,21,583.328106
0.940937,42,583.932144
0.973281,19,584.152569
0.967656,23,584.424327
0.955,32,584.866271
0.957812,30,585.239288
0.946562,38,601.898417
0.963437,26,602.190841
0.96625,24,602.521838
0.974688,18,602.745803
0.976094,17,602.92217
0.96625,24,603.159818
0.956406,31,603.472688
0.964844,25,603.719433
0.96625,24,603.982798
0.976094,17,604.211837
0.967656,23,604.455651
0.962031,27,604.796281
0.964844,25,605.111535
0.971875,20,605.396002
0.971875,20,605.571925
0.925469,53,606.165879
0.978906,15,606.327861
0.973281,19,606.536341
0.9775,16,606.773352
0.971875,20,607.003673
0.970469,21,607.244156
0.974688,18,607.445066
0.973281,19,622.363902
0.967656,23,622.690564
0.963437,26,622.99182
0.9775,16,623.241635
0.981719,13,623.410841
0.955,32,623.93856
0.976094,17,624.195945
0.971875,20,624.457039
0.953594,33,624.90574
0.971875,20,625.250379
0.978906,15,625.496205
0.953594,33,625.934944
0.964844,25,626.264571
0.974688,18,626.511387
0.981719,13,626.674554
0.96625,24,626.960139
0.959219,29,627.38597
0.970469,21,627.669745
0.957812,30,628.085145
0.974688,18,628.345985
0.974688,18,628.609399
0.969063,22,628.934372
0.973281,19,629.222727
0.976094,17,644.241576
0.970469,21,644.501155
0.973281,19,644.735933
0.964844,25,645.053925
0.947969,37,645.495779
0.974688,18,645.696329
0.970469,21,645.916848
0.970469,21,646.152473
0.905781,67,646.893542
0.967656,23,647.150567
0.974688,18,647.328406
0.929688,50,647.833381
0.973281,19,648.078363
0.978906,15,648.261437
0.976094,17,648.463052
0.9775,16,648.637985
0.96625,24,648.924812
0.963437,26,649.246974
0.967656,23,649.503628
0.976094,17,649.775299
0.962031,27,650.14321
0.971875,20,666.478216
0.970469,21,666.675838
0.960625,28,666.967848
0.947969,37,667.366712
0.967656,23,667.647083
0.964844,25,667.917614
0.967656,23,668.150385
0.971875,20,668.345931
0.96625,24,668.596494
0.976094,17,668.781239
0.919844,57,669.340757
0.976094,17,669.545426
0.969063,22,669.752887
0.980313,14,669.920527
0.964844,25,670.203327
0.947969,37,670.594912
0.967656,23,670.809803
0.973281,19,670.996655
0.980313,14,671.134047
0.962031,27,671.417766
0.959219,29,684.285153
0.974688,18,684.442697
0.973281,19,684.595371
0.96625,24,684.797641
0.970469,21,684.969777
0.959219,29,685.209652
0.964844,25,685.428536
0.970469,21,685.613641
0.980313,14,685.723326
0.9775,16,685.845627
0.974688,18,685.99125
0.96625,24,686.186178
0.952187,34,686.463666
0.974688,18,686.608285
0.955,32,686.862656
0.959219,29,687.099081
0.964844,25,687.294148
0.973281,19,687.444547
0.973281,19,687.590939
0.981719,13,687.697238
0.969063,22,687.873486
0.96625,24,688.069663
0.970469,21,688.2534
0.970469,21,688.422687
0.96625,24,701.785167
0.980313,14,701.972953
0.978906,15,702.15066
0.974688,18,702.381004
0.976094,17,702.699068
0.976094,17,702.932344
0.950781,35,703.381272
0.969063,22,703.614065
0.970469,21,703.855408
0.967656,23,704.159035
0.949375,36,704.550045
0.967656,23,704.803358
0.949375,36,705.250389
0.96625,24,705.581178
0.976094,17,705.765118
0.967656,23,706.029227
0.976094,17,706.209111
0.976094,17,706.404343
0.981719,13,706.619394
0.976094,17,706.938871
0.969063,22,707.275795
0.969063,22,707.639926
0.964844,25,707.974376
0.967656,23,723.911745
0.978906,15,724.076454
0.978906,15,724.311152
0.970469,21,724.61502
0.980313,14,724.757286
0.974688,18,724.965637
0.967656,23,725.240432
0.956406,31,725.609539
0.973281,19,725.910315
0.967656,23,726.250991
0.974688,18,726.528121
0.970469,21,726.854738
0.956406,31,727.202744
0.947969,37,727.588668
0.973281,19,727.835001
0.959219,29,728.206746
0.976094,17,728.492687
0.96625,24,728.879585
0.973281,19,729.104822
0.974688,18,729.353052
0.969063,22,729.658112
0.964844,25,730.016586
0.978906,15,730.229588
0.96625,24,730.549355
0.983125,12,745.794037
0.9775,16,746.01532
0.962031,27,746.355432
0.957812,30,746.785783
0.969063,22,747.14928
0.967656,23,747.513155
0.980313,14,747.669815
0.971875,20,747.9722
0.953594,33,748.426699
0.967656,23,748.750752
0.981719,13,748.910242
0.981719,13,749.106644
0.976094,17,749.325012
0.974688,18,749.536439
0.967656,23,749.853295
0.980313,14,750.077607
0.96625,24,750.367551
0.964844,25,750.740089
0.9775,16,750.929852
0.978906,15,751.153047
0.9775,16,751.361955
0.971875,20,751.606709
0.978906,15,751.742361
0.978906,15,751.919193
0.960625,28,752.385667
0.962031,27,766.034707
0.971875,20,766.260954
0.973281,19,766.448922
0.967656,23,766.679525
0.969063,22,766.932034
0.970469,21,767.190278
0.950781,35,767.598349
0.980313,14,767.731827
0.969063,22,768.011986
0.974688,18,768.192672
0.969063,22,768.420605
0.980313,14,768.563016
0.952187,34,768.953257
0.974688,18,769.136211
0.978906,15,769.297275
0.974688,18,769.461529
0.956406,31,769.782354
0.978906,15,769.89599
0.974688,18,770.052515
0.9775,16,770.226751
0.969063,22,770.447252
0.978906,15,770.598656
0.974688,18,770.781114
0.96625,24,770.999612
0.974688,18,771.183526
0.978906,15,771.354071
0.953594,33,786.3395
0.974688,18,786.482556
0.976094,17,786.632613
0.978906,15,786.772436
0.980313,14,786.917314
0.978906,15,787.078323
0.973281,19,787.292357
0.973281,19,787.461037
0.987344,9,787.544004
0.970469,21,787.742326
0.970469,21,787.931787
0.964844,25,788.171709
0.970469,21,788.381466
0.973281,19,788.55185
0.9775,16,788.696482
0.971875,20,788.890051
0.983125,12,789.028223
0.976094,17,789.185611
0.969063,22,789.418758
0.981719,13,789.559054
0.983125,12,789.659801
0.9775,16,789.841915
0.978906,15,789.985251
0.976094,17,790.12703
0.971875,20,790.299224
0.967656,23,790.497052
0.974688,18,790.672844
0.949375,36,804.33115
0.967656,23,804.562957
0.971875,20,804.809067
0.9775,16,804.959698
0.96625,24,805.250344
0.976094,17,805.473253
0.969063,22,805.742126
0.978906,15,805.932403
0.976094,17,806.101436
0.985938,10,806.224653
0.969063,22,806.394232
0.969063,22,806.604154
0.980313,14,806.707374
0.964844,25,806.921954
0.970469,21,807.154418
0.974688,18,807.296455
0.969063,22,807.511166
0.970469,21,807.778895
0.976094,17,807.980289
0.976094,17,808.168295
0.974688,18,808.341642
0.974688,18,808.548775
0.976094,17,808.746291
0.976094,17,808.996479
0.981719,13,809.147427
0.969063,22,809.378495
0.9775,16,809.610782
0.983125,12,809.746979
0.980313,14,825.02017
0.9775,16,825.204315
0.962031,27,825.454996
0.963437,26,825.678995
0.973281,19,825.884788
0.983125,12,826.057187
0.970469,21,826.304792
0.969063,22,826.51556
0.9775,16,826.643237
0.9775,16,826.816143
0.969063,22,827.036231
0.969063,22,827.239769
0.976094,17,827.401538
0.980313,14,827.543633
0.96625,24,827.796596
0.9775,16,827.959241
0.978906,15,828.125823
0.980313,14,828.263999
0.973281,19,828.47172
0.973281,19,828.695811
0.980313,14,828.856362
0.9775,16,829.029162
0.96625,24,829.251825
0.970469,21,829.452094
0.971875,20,829.635052
0.969063,22,829.868004
0.983125,12,829.986815
0.963437,26,845.610549
0.971875,20,845.780118
0.901563,70,846.401993
0.963437,26,846.652665
0.953594,33,847.07898
0.9775,16,847.254614
0.971875,20,847.455358
0.955,32,847.751909
0.96625,24,847.95463
0.963437,26,848.175121
0.942344,41,848.509805
0.96625,24,848.718648
0.949375,36,849.041954
0.981719,13,849.149914
0.933906,47,849.552821
0.962031,27,849.803968
0.92125,56,865.254224
0.973281,19,865.471386
0.980313,14,865.629549
0.976094,17,865.794058
0.964844,25,866.091779
0.969063,22,866.363231
0.969063,22,866.621219
0.967656,23,866.848736
0.974688,18,867.060931
0.962031,27,867.415307
0.94375,40,867.885334
0.962031,27,868.190044
0.983125,12,868.333413
0.980313,14,868.509028
0.956406,31,868.859
0.96625,24,869.106732
0.953594,33,869.452979
0.962031,27,869.760756
0.955,32,870.127366
0.983125,12,870.262103
0.970469,21,870.486537
0.980313,14,870.653948
0.980313,14,870.864218
0.969063,22,885.137097
0.947969,37,885.522261
0.967656,23,885.745783
0.94375,40,886.115791
0.976094,17,886.284193
0.970469,21,886.480052
0.981719,13,886.589804
0.974688,18,886.762938
0.976094,17,886.927587
0.969063,22,887.150956
0.953594,33,887.477612
0.969063,22,887.690783
0.96625,24,887.926885
0.953594,33,888.242346
0.964844,25,888.454282
0.976094,17,888.598156
0.969063,22,888.814138
0.956406,31,889.144229
0.967656,23,889.376015
0.964844,25,889.647835
0.959219,29,889.951153
0.970469,21,906.991245
0.974688,18,907.236423
0.974688,18,907.474285
0.978906,15,907.708811
0.952187,34,908.243397
0.973281,19,908.468816
0.969063,22,908.717602
0.967656,23,908.972362
0.945156,39,909.373014
0.967656,23,909.59847
0.9775,16,909.771979
0.962031,27,910.084483
0.963437,26,910.370609
0.976094,17,910.597157
0.984531,11,910.747666
0.9775,16,910.894362
0.974688,18,911.08825
0.964844,25,911.32158
0.969063,22,911.546338
0.974688,18,911.739942
0.964844,25,912.044375
0.981719,13,912.193712
0.962031,27,912.463439
0.971875,20,912.658473
0.960625,28,929.885826
0.96625,24,930.091408
0.974688,18,930.236336
0.971875,20,930.404653
0.971875,20,930.582168
0.974688,18,930.756133
0.967656,23,930.977073
0.964844,25,931.187439
0.914219,61,931.691743
0.969063,22,931.905193
0.971875,20,932.090131
0.978906,15,932.223268
0.973281,19,932.441343
0.971875,20,932.691449
0.96625,24,932.94391
0.964844,25,933.167298
0.964844,25,933.386469
0.960625,28,933.650573
0.974688,18,933.816644
0.978906,15,933.942608
0.974688,18,934.145352
0.969063,22,934.318454
0.976094,17,934.459626
0.967656,23,949.424987
0.976094,17,949.565737
0.974688,18,949.716006
0.980313,14,949.836423
0.9775,16,949.982443
0.976094,17,950.113675
0.973281,19,950.264587
0.974688,18,950.420745
0.96625,24,950.616883
0.981719,13,950.722027
0.967656,23,950.903872
0.9775,16,951.031794
0.971875,20,951.217229
0.971875,20,951.376123
0.964844,25,951.572384
0.963437,26,951.784487
0.96625,24,951.981442
0.970469,21,952.15305
0.973281,19,952.307751
0.980313,14,952.420988
0.974688,18,952.562086
0.962031,27,952.782357
0.962031,27,952.998049
0.960625,28,953.23853
0.973281,19,953.40777
0.987344,9,953.50264
0.967656,23,967.567396
0.969063,22,967.757474
0.981719,13,967.867655
0.9775,16,968.022767
0.964844,25,968.244693
0.980313,14,968.36745
0.967656,23,968.572977
0.983125,12,968.667646
0.978906,15,968.812219
0.969063,22,968.998106
0.964844,25,969.203204
0.9775,16,969.343473
0.974688,18,969.50318
0.976094,17,969.634545
0.9775,16,969.783114
0.976094,17,969.933454
0.978906,15,970.098133
0.980313,14,970.225063
0.983125,12,970.328521
0.9775,16,970.494308
0.974688,18,970.66387
0.983125,12,970.769088
0.974688,18,970.918873
0.973281,19,971.083411
0.976094,17,971.223802
0.987344,9,971.295219
0.971875,20,971.458225
0.974688,18,971.600195
0.964844,25,971.804386
0.9775,16,986.125798
0.983125,12,986.23378
0.969063,22,986.420456
0.970469,21,986.600043
0.976094,17,986.749749
0.980313,14,986.873272
0.976094,17,987.017448
0.980313,14,987.151287
0.963437,26,987.379682
0.96625,24,987.578583
0.9775,16,987.73304
0.9775,16,987.900378
0.970469,21,988.099231
0.969063,22,988.300339
0.970469,21,988.48781
0.973281,19,988.688091
0.974688,18,988.877823
0.9775,16,989.021037
0.974688,18,989.183843
0.976094,17,989.328506
0.973281,19,989.51308
0.983125,12,989.629629
0.981719,13,989.744766
0.978906,15,989.885331
0.978906,15,990.015795
0.962031,27,990.235247
0.971875,20,990.4206
0.974688,18,990.602908
0.9775,16,1004.907282
0.978906,15,1005.059146
0.981719,13,1005.187175
0.983125,12,1005.314755
0.974688,18,1005.548132
0.9775,16,1005.695328
0.976094,17,1005.858654
0.980313,14,1005.997838
0.976094,17,1006.158355
0.980313,14,1006.320357
0.976094,17,1006.500337
0.974688,18,1006.673198
0.96625,24,1006.902389
0.9775,16,1007.095352
0.974688,18,1007.284094
0.969063,22,1007.514534
0.973281,19,1007.711996
0.976094,17,1007.885042
0.976094,17,1008.044918
0.9775,16,1008.209376
0.980313,14,1008.369308
0.978906,15,1008.494125
0.971875,20,1008.674374
0.976094,17,1008.845174
0.976094,17,1009.002471
0.978906,15,1009.142019
0.971875,20,1009.315145
0.964844,25,1009.527914
0.973281,19,1009.697669
0.974688,18,1009.868865
0.973281,19,1023.449432
0.973281,19,1023.642014
0.976094,17,1023.862222
0.967656,23,1024.130749
0.962031,27,1024.443216
0.970469,21,1024.694147
0.978906,15,1024.858046
0.971875,20,1025.023366
0.973281,19,1025.238654
0.960625,28,1025.542178
0.981719,13,1025.696541
0.981719,13,1025.84211
0.967656,23,1026.084908
0.970469,21,1026.312514
0.9775,16,1026.446337
0.978906,15,1026.614325
0.962031,27,1026.875545
0.978906,15,1027.024659
0.9775,16,1027.197066
0.978906,15,1027.324185
0.978906,15,1027.466815
0.967656,23,1027.732267
0.976094,17,1027.907805
0.978906,15,1028.073292
0.981719,13,1028.18501
0.971875,20,1028.407556
0.984531,11,1028.542202
0.967656,23,1028.801271
0.976094,17,1042.341851
0.969063,22,1042.515528
0.970469,21,1042.688886
0.970469,21,1042.864409
0.964844,25,1043.148124
0.959219,29,1043.449631
0.976094,17,1043.607111
0.9775,16,1043.741045
0.978906,15,1043.862271
0.976094,17,1043.996046
0.974688,18,1044.139947
0.967656,23,1044.329368
0.971875,20,1044.487551
0.950781,35,1044.831637
0.980313,14,1044.960229
0.974688,18,1045.132429
0.974688,18,1045.28868
0.970469,21,1045.456813
0.967656,23,1045.684012
0.970469,21,1045.863779
0.9775,16,1045.997683
0.969063,22,1046.195303
0.967656,23,1046.39109
0.967656,23,1046.61554
0.970469,21,1061.17177
0.964844,25,1061.407738
0.971875,20,1061.60442
0.976094,17,1061.77187
0.978906,15,1061.915777
0.974688,18,1062.115817
0.974688,18,1062.288528
0.963437,26,1062.521336
0.969063,22,1062.730318
0.980313,14,1062.859213
0.978906,15,1062.995856
0.967656,23,1063.1972
0.970469,21,1063.399285
0.980313,14,1063.516197
0.976094,17,1063.669064
0.974688,18,1063.84642
0.980313,14,1063.976628
0.971875,20,1064.171924
0.971875,20,1064.351672
0.978906,15,1064.481441
0.981719,13,1064.60232
0.974688,18,1064.783448
0.970469,21,1064.989708
0.973281,19,1065.149399
0.962031,27,1065.401057
0.969063,22,1065.627058
0.973281,19,1065.837015
0.976094,17,1066.004451
0.981719,13,1082.49339
0.980313,14,1082.645374
0.9775,16,1082.896496
0.973281,19,1083.182394
0.970469,21,1083.511691
0.980313,14,1083.686669
0.971875,20,1083.921848
0.984531,11,1084.04672
0.969063,22,1084.387436
0.971875,20,1084.649196
0.976094,17,1084.967186
0.969063,22,1085.274781
0.973281,19,1085.478812
0.971875,20,1085.807353
0.981719,13,1086.010167
0.9775,16,1086.235134
0.9775,16,1086.43172
0.973281,19,1086.676168
0.969063,22,1087.006189
0.981719,13,1087.201781
0.984531,11,1087.348046
0.978906,15,1087.507679
0.978906,15,1087.759775
0.978906,15,1087.98218
0.970469,21,1088.220461
0.9775,16,1088.441727
0.967656,23,1088.828188
0.980313,14,1089.029962
0.96625,24,1089.377508
0.970469,21,1103.057843
0.969063,22,1103.238369
0.983125,12,1103.336695
0.981719,13,1103.445014
0.9775,16,1103.578059
0.970469,21,1103.759665
0.983125,12,1103.86563
0.978906,15,1104.000064
0.9775,16,1104.157254
0.980313,14,1104.315111
0.973281,19,1104.474791
0.980313,14,1104.597819
0.971875,20,1104.78992
0.971875,20,1104.971709
0.980313,14,1105.078159
0.9775,16,1105.201929
0.976094,17,1105.33292
0.981719,13,1105.434764
0.971875,20,1105.587458
0.976094,17,1105.719542
0.981719,13,1105.827006
0.976094,17,1105.959821
0.973281,19,1106.113587
0.980313,14,1106.219541
0.978906,15,1106.339121
0.980313,14,1106.456294
0.970469,21,1106.632556
0.981719,13,1106.741888
0.976094,17,1106.893078
0.973281,19,1107.046174
0.980313,14,1107.15791
0.974688,18,1126.632924
0.971875,20,1126.897055
0.980313,14,1127.062385
0.978906,15,1127.297455
0.963437,26,1127.635991
0.985938,10,1127.73531
0.970469,21,1128.032314
0.959219,29,1128.389551
0.984531,11,1128.567165
0.978906,15,1128.71609
0.980313,14,1128.923482
0.976094,17,1129.143185
0.9775,16,1129.349208
0.974688,18,1129.598862
0.974688,18,1129.831594
0.973281,19,1130.024942
0.981719,13,1130.187866
0.9775,16,1130.366037
0.976094,17,1130.576898
0.970469,21,1130.803673
0.967656,23,1131.071617
0.974688,18,1131.302615
0.981719,13,1131.447187
0.971875,20,1131.697487
0.96625,24,1132.07665
0.978906,15,1132.274118
0.970469,21,1132.597667
0.978906,15,1132.830504
0.980313,14,1132.987369
0.976094,17,1149.804958
0.974688,18,1150.083153
0.981719,13,1150.317292
0.969063,22,1150.577762
0.976094,17,1150.865609
0.970469,21,1151.220643
0.980313,14,1151.455923
0.9775,16,1151.690888
0.970469,21,1151.976735
0.980313,14,1152.231507
0.967656,23,1152.534858
0.978906,15,1152.735439
0.973281,19,1153.041518
0.976094,17,1153.300893
0.971875,20,1153.530728
0.973281,19,1153.825132
0.983125,12,1154.019565
0.974688,18,1154.310882
0.974688,18,1154.524749
0.971875,20,1154.794718
0.962031,27,1155.15747
0.974688,18,1155.430663
0.96625,24,1155.770604
0.9775,16,1156.015588
0.983125,12,1156.191534
0.973281,19,1156.473421
0.976094,17,1156.740341
0.973281,19,1157.047053
0.971875,20,1157.291022
0.983125,12,1172.502016
0.9775,16,1172.663667
0.976094,17,1172.821199
0.967656,23,1173.08922
0.974688,18,1173.320369
0.96625,24,1173.681672
0.969063,22,1173.93926
0.9775,16,1174.096782
0.973281,19,1174.263266
0.9775,16,1174.443656
0.973281,19,1174.638749
0.985938,10,1174.749073
0.959219,29,1175.022527
0.973281,19,1175.197235
0.978906,15,1175.345657
0.983125,12,1175.475819
0.970469,21,1175.697092
0.967656,23,1175.955785
0.980313,14,1176.110158
0.970469,21,1176.334947
0.963437,26,1176.648136
0.967656,23,1176.901626
0.978906,15,1177.064843
0.980313,14,1177.250262
0.9775,16,1177.443693
0.978906,15,1177.629616
0.971875,20,1177.909779
0.980313,14,1178.053605
0.974688,18,1192.902331
0.981719,13,1193.115832
0.960625,28,1193.57075
0.974688,18,1193.808589
0.973281,19,1194.048274
0.969063,22,1194.331447
0.971875,20,1194.639008
0.974688,18,1194.844336
0.983125,12,1194.977966
0.928281,51,1195.64053
0.976094,17,1195.931552
0.96625,24,1196.290264
0.973281,19,1196.557686
0.980313,14,1196.764895
0.983125,12,1196.959879
0.970469,21,1197.291215
0.978906,15,1197.506019
0.9775,16,1197.752081
0.981719,13,1197.920791
0.974688,18,1198.230944
0.94375,40,1198.813694
0.967656,23,1199.15748
0.971875,20,1199.384769
0.983125,12,1199.537084
0.955,32,1199.955834
0.964844,25,1213.676948
0.973281,19,1213.894848
0.974688,18,1214.097486
0.969063,22,1214.312648
0.967656,23,1214.506425
0.9775,16,1214.70707
0.984531,11,1214.813515
0.9775,16,1214.96457
0.974688,18,1215.151271
0.969063,22,1215.35825
0.959219,29,1215.644698
0.964844,25,1215.886959
0.976094,17,1216.064422
0.984531,11,1216.174575
0.984531,11,1216.284762
0.980313,14,1216.409743
0.976094,17,1216.61537
0.980313,14,1216.763671
0.973281,19,1216.956025
0.974688,18,1217.134389
0.970469,21,1217.369802
0.980313,14,1217.523364
0.969063,22,1217.773273
0.974688,18,1217.95352
0.9775,16,1218.140641
0.969063,22,1218.346552
0.9775,16,1218.513146
0.96625,24,1232.398748
0.963437,26,1232.750761
0.976094,17,1232.961525
0.976094,17,1233.172088
0.971875,20,1233.418316
0.960625,28,1233.823604
0.967656,23,1234.107043
0.974688,18,1234.340755
0.981719,13,1234.49502
0.980313,14,1234.662818
0.963437,26,1235.017455
0.96625,24,1235.405781
0.9775,16,1235.59924
0.971875,20,1235.91746
0.969063,22,1236.206077
0.9775,16,1236.416529
0.973281,19,1236.648699
0.9775,16,1236.867154
0.960625,28,1237.219208
0.964844,25,1237.640876
0.973281,19,1237.85673
0.938125,44,1238.506029
0.971875,20,1238.865821
0.967656,23,1239.20575
0.969063,22,1252.966486
0.971875,20,1253.153402
0.978906,15,1253.321024
0.9775,16,1253.465487
0.971875,20,1253.675783
0.976094,17,1253.94606
0.984531,11,1254.111517
0.960625,28,1254.414603
0.976094,17,1254.628706
0.973281,19,1254.810332
0.974688,18,1255.007358
0.971875,20,1255.226488
0.9775,16,1255.425098
0.969063,22,1255.647677
0.963437,26,1255.987067
0.969063,22,1256.268972
0.976094,17,1256.476395
0.981719,13,1256.625685
0.980313,14,1256.791647
0.976094,17,1257.004294
0.9775,16,1257.214833
0.976094,17,1257.371282
0.978906,15,1257.508866
0.96625,24,1257.796388
0.973281,19,1257.987798
0.970469,21,1258.267978
0.964844,25,1258.623033
0.973281,19,1258.824835
0.970469,21,1274.356528
0.981719,13,1274.486293
0.978906,15,1274.649331
0.976094,17,1274.808533
0.974688,18,1274.988367
0.967656,23,1275.276187
0.976094,17,1275.482551
0.971875,20,1275.747069
0.971875,20,1276.014554
0.983125,12,1276.131795
0.971875,20,1276.392671
0.978906,15,1276.562423
0.976094,17,1276.792675
0.969063,22,1277.051361
0.967656,23,1277.358341
0.973281,19,1277.618227
0.976094,17,1277.795346
0.976094,17,1278.014947
0.976094,17,1278.152128
0.984531,11,1278.24912
0.967656,23,1278.513146
0.971875,20,1278.789208
0.9775,16,1278.963264
0.9775,16,1279.181843
0.984531,11,1279.305277
0.985938,10,1279.411292
0.967656,23,1279.688311
0.964844,25,1279.976468
0.970469,21,1296.828994
0.969063,22,1297.093898
0.9775,16,1297.334283
0.967656,23,1297.673707
0.985938,10,1297.818303
0.971875,20,1298.019098
0.967656,23,1298.264499
0.984531,11,1298.383628
0.9775,16,1298.548087
0.970469,21,1298.77455
0.967656,23,1299.025956
0.973281,19,1299.236416
0.967656,23,1299.464779
0.9775,16,1299.624343
0.973281,19,1299.816889
0.970469,21,1300.032867
0.973281,19,1300.197397
0.976094,17,1300.334688
0.980313,14,1300.463565
0.974688,18,1300.657256
